season,matchday,team,Pts,Sum,GD
2018-2019,14,UD Almería,17.0,0.0,1.0
2018-2019,14,CD Numancia,17.0,0.0,-3.0
2018-2019,14,Real Zaragoza,14.0,-2.0,-1.0
2018-2019,14,Sporting Gijón,15.0,-1.0,1.0
2018-2019,14,Elche CF,15.0,0.0,-6.0
2018-2019,14,Reus Deportiu,13.0,-1.0,-6.0
2018-2019,14,CD Tenerife,13.0,0.0,-5.0
2018-2019,14,CD Lugo,13.0,-1.0,-3.0
2018-2019,14,Extremadura,9.0,-2.0,-7.0
2018-2019,14,Córdoba CF,11.0,-1.0,-12.0
2018-2019,14,Gimnàstic,9.0,-3.0,-14.0
2018-2019,13,Granada CF,26.0,3.0,12.0
2018-2019,13,Alcorcón,24.0,2.0,9.0
2018-2019,13,Dep. La Coruña,23.0,2.0,10.0
2018-2019,13,Málaga CF,25.0,0.0,7.0
2018-2019,13,UD Las Palmas,20.0,0.0,7.0
2018-2019,13,Albacete,20.0,0.0,7.0
2018-2019,13,RCD Mallorca,17.0,0.0,2.0
2018-2019,13,CA Osasuna,16.0,1.0,1.0
2018-2019,13,Cádiz CF,14.0,1.0,1.0
2018-2019,13,CD Numancia,16.0,1.0,-3.0
2018-2019,13,UD Almería,17.0,0.0,3.0
2018-2019,13,R. Majadahonda,13.0,0.0,-8.0
2018-2019,13,Real Oviedo,16.0,0.0,-2.0
2018-2019,13,Elche CF,14.0,1.0,-6.0
2018-2019,13,Sporting Gijón,14.0,-2.0,1.0
2018-2019,13,Real Zaragoza,11.0,-3.0,-3.0
2018-2019,13,CD Lugo,13.0,-1.0,-2.0
2018-2019,13,CD Tenerife,12.0,-1.0,-5.0
2018-2019,13,Reus Deportiu,13.0,-1.0,-4.0
2018-2019,13,Córdoba CF,11.0,1.0,-9.0
2018-2019,13,Extremadura,9.0,-2.0,-6.0
2018-2019,13,Gimnàstic,9.0,-2.0,-12.0
2018-2019,12,Granada CF,23.0,3.0,10.0
2018-2019,12,Málaga CF,25.0,2.0,8.0
2018-2019,12,Alcorcón,21.0,2.0,7.0
2018-2019,12,Dep. La Coruña,22.0,3.0,10.0
2018-2019,12,Albacete,17.0,-1.0,5.0
2018-2019,12,UD Las Palmas,19.0,-1.0,7.0
2018-2019,12,UD Almería,14.0,0.0,2.0
2018-2019,12,RCD Mallorca,16.0,0.0,2.0
2018-2019,12,CD Numancia,13.0,0.0,-5.0
2018-2019,12,CA Osasuna,13.0,0.0,0.0
2018-2019,12,Real Oviedo,15.0,-1.0,-2.0
2018-2019,12,Cádiz CF,11.0,-1.0,-3.0
2018-2019,12,Elche CF,14.0,2.0,-2.0
2018-2019,12,Sporting Gijón,14.0,0.0,2.0
2018-2019,12,Reus Deportiu,12.0,-2.0,-4.0
2018-2019,12,CD Lugo,12.0,-1.0,-2.0
2018-2019,12,R. Majadahonda,13.0,0.0,-6.0
2018-2019,12,CD Tenerife,12.0,1.0,-3.0
2018-2019,12,Córdoba CF,8.0,-1.0,-11.0
2018-2019,12,Real Zaragoza,11.0,-2.0,-1.0
2018-2019,12,Gimnàstic,9.0,-2.0,-10.0
2018-2019,12,Extremadura,9.0,-1.0,-4.0
2018-2019,11,Málaga CF,22.0,0.0,6.0
2018-2019,11,Granada CF,20.0,1.0,9.0
2018-2019,11,Dep. La Coruña,19.0,3.0,8.0
2018-2019,11,Alcorcón,21.0,4.0,8.0
2018-2019,11,UD Las Palmas,18.0,0.0,7.0
2018-2019,11,Albacete,14.0,-1.0,4.0
2018-2019,11,RCD Mallorca,15.0,-1.0,2.0
2018-2019,11,Real Oviedo,15.0,0.0,-1.0
2018-2019,11,Sporting Gijón,13.0,-1.0,2.0
2018-2019,11,Elche CF,11.0,1.0,-4.0
2018-2019,11,UD Almería,14.0,2.0,3.0
2018-2019,11,R. Majadahonda,12.0,-1.0,-6.0
2018-2019,11,CA Osasuna,12.0,1.0,0.0
2018-2019,11,CD Numancia,13.0,0.0,-3.0
2018-2019,11,CD Tenerife,9.0,0.0,-4.0
2018-2019,11,CD Lugo,12.0,1.0,-1.0
2018-2019,11,Reus Deportiu,12.0,-1.0,-2.0
2018-2019,11,Cádiz CF,8.0,-3.0,-4.0
2018-2019,11,Real Zaragoza,11.0,-2.0,1.0
2018-2019,11,Gimnàstic,6.0,-3.0,-11.0
2018-2019,11,Extremadura,9.0,1.0,-3.0
2018-2019,11,Córdoba CF,7.0,-1.0,-11.0
2018-2019,10,Málaga CF,22.0,2.0,8.0
2018-2019,10,Alcorcón,18.0,4.0,7.0
2018-2019,10,Granada CF,20.0,3.0,10.0
2018-2019,10,Dep. La Coruña,18.0,2.0,8.0
2018-2019,10,UD Las Palmas,15.0,0.0,4.0
2018-2019,10,Real Oviedo,12.0,0.0,-2.0
2018-2019,10,RCD Mallorca,14.0,-1.0,2.0
2018-2019,10,Albacete,13.0,-1.0,4.0
2018-2019,10,UD Almería,13.0,3.0,3.0
2018-2019,10,CD Numancia,13.0,1.0,0.0
2018-2019,10,Sporting Gijón,12.0,-1.0,2.0
2018-2019,10,CD Lugo,9.0,-1.0,-2.0
2018-2019,10,Reus Deportiu,9.0,-1.0,-3.0
2018-2019,10,CA Osasuna,12.0,1.0,1.0
2018-2019,10,R. Majadahonda,12.0,-1.0,-5.0
2018-2019,10,Elche CF,8.0,0.0,-6.0
2018-2019,10,Real Zaragoza,10.0,-3.0,1.0
2018-2019,10,Extremadura,8.0,0.0,-3.0
2018-2019,10,CD Tenerife,8.0,-1.0,-4.0
2018-2019,10,Cádiz CF,7.0,-3.0,-4.0
2018-2019,10,Córdoba CF,6.0,-2.0,-11.0
2018-2019,10,Gimnàstic,6.0,-1.0,-10.0
2018-2019,9,Málaga CF,19.0,2.0,7.0
2018-2019,9,Granada CF,17.0,3.0,9.0
2018-2019,9,Dep. La Coruña,15.0,2.0,4.0
2018-2019,9,Alcorcón,15.0,3.0,5.0
2018-2019,9,UD Las Palmas,15.0,2.0,7.0
2018-2019,9,RCD Mallorca,14.0,1.0,3.0
2018-2019,9,UD Almería,10.0,1.0,0.0
2018-2019,9,CD Numancia,10.0,1.0,-1.0
2018-2019,9,Albacete,13.0,1.0,5.0
2018-2019,9,CA Osasuna,9.0,1.0,-1.0
2018-2019,9,Sporting Gijón,11.0,-2.0,2.0
2018-2019,9,R. Majadahonda,9.0,-1.0,-6.0
2018-2019,9,Real Oviedo,12.0,0.0,-1.0
2018-2019,9,Real Zaragoza,10.0,-1.0,2.0
2018-2019,9,Reus Deportiu,8.0,-2.0,-3.0
2018-2019,9,CD Lugo,8.0,-2.0,-2.0
2018-2019,9,Extremadura,5.0,-2.0,-4.0
2018-2019,9,CD Tenerife,7.0,-2.0,-4.0
2018-2019,9,Elche CF,8.0,0.0,-2.0
2018-2019,9,Cádiz CF,7.0,-3.0,-3.0
2018-2019,9,Gimnàstic,6.0,-1.0,-8.0
2018-2019,9,Córdoba CF,6.0,-1.0,-9.0
2018-2019,8,Málaga CF,18.0,3.0,7.0
2018-2019,8,Granada CF,14.0,3.0,8.0
2018-2019,8,UD Las Palmas,14.0,2.0,7.0
2018-2019,8,Dep. La Coruña,14.0,2.0,4.0
2018-2019,8,Alcorcón,14.0,4.0,5.0
2018-2019,8,RCD Mallorca,11.0,-1.0,0.0
2018-2019,8,Albacete,13.0,3.0,6.0
2018-2019,8,Real Oviedo,9.0,-1.0,-2.0
2018-2019,8,Sporting Gijón,11.0,0.0,3.0
2018-2019,8,CD Numancia,7.0,-1.0,-2.0
2018-2019,8,Real Zaragoza,9.0,-1.0,2.0
2018-2019,8,UD Almería,10.0,1.0,1.0
2018-2019,8,R. Majadahonda,6.0,-1.0,-7.0
2018-2019,8,CA Osasuna,8.0,0.0,-1.0
2018-2019,8,Reus Deportiu,8.0,0.0,-2.0
2018-2019,8,Elche CF,5.0,-2.0,-3.0
2018-2019,8,CD Lugo,8.0,0.0,-1.0
2018-2019,8,Cádiz CF,6.0,-3.0,-3.0
2018-2019,8,CD Tenerife,7.0,-1.0,-1.0
2018-2019,8,Córdoba CF,3.0,-3.0,-10.0
2018-2019,8,Gimnàstic,5.0,-2.0,-8.0
2018-2019,8,Extremadura,5.0,-2.0,-3.0
2018-2019,7,Málaga CF,15.0,3.0,6.0
2018-2019,7,Granada CF,11.0,2.0,6.0
2018-2019,7,Alcorcón,11.0,2.0,3.0
2018-2019,7,UD Las Palmas,14.0,3.0,8.0
2018-2019,7,Dep. La Coruña,11.0,2.0,2.0
2018-2019,7,Albacete,12.0,3.0,6.0
2018-2019,7,Sporting Gijón,8.0,0.0,2.0
2018-2019,7,RCD Mallorca,10.0,0.0,0.0
2018-2019,7,UD Almería,7.0,0.0,-1.0
2018-2019,7,Real Zaragoza,8.0,-1.0,2.0
2018-2019,7,Real Oviedo,9.0,1.0,0.0
2018-2019,7,CD Lugo,7.0,0.0,-1.0
2018-2019,7,CA Osasuna,7.0,0.0,-1.0
2018-2019,7,Reus Deportiu,8.0,1.0,0.0
2018-2019,7,CD Tenerife,4.0,-2.0,-2.0
2018-2019,7,CD Numancia,6.0,-1.0,-2.0
2018-2019,7,Cádiz CF,6.0,-2.0,-2.0
2018-2019,7,R. Majadahonda,6.0,-1.0,-6.0
2018-2019,7,Extremadura,4.0,-3.0,-3.0
2018-2019,7,Gimnàstic,5.0,-2.0,-6.0
2018-2019,7,Elche CF,4.0,-2.0,-3.0
2018-2019,7,Córdoba CF,3.0,-3.0,-8.0
2018-2019,6,Málaga CF,15.0,5.0,7.0
2018-2019,6,UD Las Palmas,11.0,3.0,7.0
2018-2019,6,Albacete,9.0,2.0,4.0
2018-2019,6,Dep. La Coruña,8.0,1.0,1.0
2018-2019,6,Alcorcón,8.0,1.0,1.0
2018-2019,6,Granada CF,11.0,3.0,7.0
2018-2019,6,RCD Mallorca,10.0,2.0,2.0
2018-2019,6,Real Oviedo,8.0,1.0,0.0
2018-2019,6,Real Zaragoza,8.0,1.0,4.0
2018-2019,6,Reus Deportiu,7.0,0.0,0.0
2018-2019,6,Sporting Gijón,8.0,1.0,3.0
2018-2019,6,CA Osasuna,4.0,-2.0,-2.0
2018-2019,6,CD Lugo,4.0,-2.0,-3.0
2018-2019,6,UD Almería,4.0,-2.0,-3.0
2018-2019,6,R. Majadahonda,6.0,-1.0,-3.0
2018-2019,6,CD Numancia,6.0,0.0,0.0
2018-2019,6,Cádiz CF,6.0,0.0,0.0
2018-2019,6,Gimnàstic,4.0,-2.0,-6.0
2018-2019,6,Extremadura,1.0,-4.0,-6.0
2018-2019,6,CD Tenerife,3.0,-2.0,-2.0
2018-2019,6,Elche CF,3.0,-2.0,-3.0
2018-2019,6,Córdoba CF,2.0,-3.0,-8.0
2018-2019,5,Málaga CF,12.0,4.0,4.0
2018-2019,5,Granada CF,8.0,2.0,4.0
2018-2019,5,UD Las Palmas,8.0,2.0,6.0
2018-2019,5,RCD Mallorca,9.0,2.0,2.0
2018-2019,5,Albacete,8.0,2.0,4.0
2018-2019,5,Alcorcón,5.0,0.0,0.0
2018-2019,5,Sporting Gijón,7.0,1.0,3.0
2018-2019,5,Dep. La Coruña,8.0,2.0,2.0
2018-2019,5,Real Oviedo,5.0,0.0,-2.0
2018-2019,5,Real Zaragoza,8.0,2.0,5.0
2018-2019,5,Reus Deportiu,4.0,-1.0,-1.0
2018-2019,5,R. Majadahonda,6.0,0.0,0.0
2018-2019,5,CD Numancia,5.0,0.0,0.0
2018-2019,5,Cádiz CF,5.0,0.0,0.0
2018-2019,5,Gimnàstic,1.0,-3.0,-7.0
2018-2019,5,CD Lugo,4.0,-1.0,-1.0
2018-2019,5,UD Almería,1.0,-3.0,-4.0
2018-2019,5,CA Osasuna,4.0,-1.0,-1.0
2018-2019,5,CD Tenerife,3.0,-1.0,-1.0
2018-2019,5,Elche CF,2.0,-2.0,-3.0
2018-2019,5,Córdoba CF,2.0,-2.0,-5.0
2018-2019,5,Extremadura,1.0,-3.0,-5.0
2018-2019,4,Málaga CF,9.0,3.0,3.0
2018-2019,4,RCD Mallorca,6.0,1.0,1.0
2018-2019,4,UD Las Palmas,5.0,1.0,2.0
2018-2019,4,Dep. La Coruña,5.0,1.0,1.0
2018-2019,4,Real Zaragoza,5.0,1.0,1.0
2018-2019,4,Albacete,5.0,1.0,3.0
2018-2019,4,Granada CF,5.0,1.0,2.0
2018-2019,4,Sporting Gijón,7.0,2.0,4.0
2018-2019,4,R. Majadahonda,3.0,-1.0,-1.0
2018-2019,4,Real Oviedo,5.0,1.0,2.0
2018-2019,4,CD Numancia,2.0,-1.0,-1.0
2018-2019,4,Cádiz CF,5.0,1.0,1.0
2018-2019,4,Alcorcón,4.0,0.0,0.0
2018-2019,4,CA Osasuna,1.0,-2.0,-3.0
2018-2019,4,Reus Deportiu,4.0,0.0,0.0
2018-2019,4,CD Lugo,4.0,0.0,0.0
2018-2019,4,CD Tenerife,3.0,0.0,0.0
2018-2019,4,Córdoba CF,1.0,-2.0,-5.0
2018-2019,4,Elche CF,2.0,-1.0,-2.0
2018-2019,4,Extremadura,1.0,-2.0,-3.0
2018-2019,4,Gimnàstic,1.0,-2.0,-3.0
2018-2019,4,UD Almería,1.0,-2.0,-2.0
2018-2019,3,Málaga CF,6.0,2.0,2.0
2018-2019,3,Sporting Gijón,4.0,1.0,2.0
2018-2019,3,RCD Mallorca,6.0,2.0,2.0
2018-2019,3,Real Zaragoza,4.0,1.0,1.0
2018-2019,3,Cádiz CF,4.0,1.0,1.0
2018-2019,3,Albacete,2.0,0.0,0.0
2018-2019,3,Granada CF,2.0,0.0,0.0
2018-2019,3,UD Las Palmas,4.0,1.0,2.0
2018-2019,3,Real Oviedo,4.0,1.0,2.0
2018-2019,3,Dep. La Coruña,4.0,1.0,1.0
2018-2019,3,Alcorcón,1.0,-1.0,-1.0
2018-2019,3,CD Lugo,1.0,-1.0,-1.0
2018-2019,3,Reus Deportiu,1.0,-1.0,-2.0
2018-2019,3,CD Tenerife,2.0,0.0,0.0
2018-2019,3,R. Majadahonda,0.0,-2.0,-2.0
2018-2019,3,Elche CF,2.0,0.0,0.0
2018-2019,3,CD Numancia,2.0,0.0,0.0
2018-2019,3,Gimnàstic,1.0,-1.0,-2.0
2018-2019,3,UD Almería,1.0,-1.0,-1.0
2018-2019,3,Extremadura,1.0,-1.0,-1.0
2018-2019,3,Córdoba CF,1.0,-1.0,-2.0
2018-2019,3,CA Osasuna,1.0,-1.0,-1.0
2018-2019,2,Málaga CF,3.0,1.0,1.0
2018-2019,2,RCD Mallorca,3.0,1.0,1.0
2018-2019,2,UD Las Palmas,3.0,1.0,2.0
2018-2019,2,Sporting Gijón,1.0,0.0,0.0
2018-2019,2,Dep. La Coruña,1.0,0.0,0.0
2018-2019,2,Real Zaragoza,3.0,1.0,1.0
2018-2019,2,Cádiz CF,3.0,1.0,1.0
2018-2019,2,Real Oviedo,1.0,0.0,0.0
2018-2019,2,CD Numancia,1.0,0.0,0.0
2018-2019,2,Granada CF,1.0,0.0,0.0
2018-2019,2,Albacete,1.0,0.0,0.0
2018-2019,2,Elche CF,1.0,0.0,0.0
2018-2019,2,CD Tenerife,1.0,0.0,0.0
2018-2019,2,Extremadura,1.0,0.0,0.0
2018-2019,2,Reus Deportiu,0.0,-1.0,-2.0
2018-2019,2,Córdoba CF,1.0,0.0,0.0
2018-2019,2,CA Osasuna,0.0,-1.0,-1.0
2018-2019,2,UD Almería,0.0,-1.0,-1.0
2018-2019,2,Alcorcón,1.0,0.0,0.0
2018-2019,2,Gimnàstic,1.0,0.0,0.0
2018-2019,2,CD Lugo,0.0,-1.0,-1.0
2018-2019,2,R. Majadahonda,0.0,-1.0,-1.0
2018-2019,1,Cádiz CF,0.0,0.0,0.0
2018-2019,1,RCD Mallorca,0.0,0.0,0.0
2018-2019,1,Real Zaragoza,0.0,0.0,0.0
2018-2019,1,UD Las Palmas,0.0,0.0,0.0
2018-2019,1,Málaga CF,0.0,0.0,0.0
2018-2019,1,Albacete,0.0,0.0,0.0
2018-2019,1,Elche CF,0.0,0.0,0.0
2018-2019,1,Alcorcón,0.0,0.0,0.0
2018-2019,1,Córdoba CF,0.0,0.0,0.0
2018-2019,1,Real Oviedo,0.0,0.0,0.0
2018-2019,1,Gimnàstic,0.0,0.0,0.0
2018-2019,1,Dep. La Coruña,0.0,0.0,0.0
2018-2019,1,Granada CF,0.0,0.0,0.0
2018-2019,1,Sporting Gijón,0.0,0.0,0.0
2018-2019,1,CD Numancia,0.0,0.0,0.0
2018-2019,1,Extremadura,0.0,0.0,0.0
2018-2019,1,CD Tenerife,0.0,0.0,0.0
2018-2019,1,CD Lugo,0.0,0.0,0.0
2018-2019,1,UD Almería,0.0,0.0,0.0
2018-2019,1,CA Osasuna,0.0,0.0,0.0
2018-2019,1,R. Majadahonda,0.0,0.0,0.0
2018-2019,1,Reus Deportiu,0.0,0.0,0.0
2017-2018,38,Barcelona,90.0,1.0,69.0
2017-2018,38,Atlético Madrid,78.0,0.0,36.0
2017-2018,38,Real Madrid,75.0,1.0,50.0
2017-2018,38,Valencia,70.0,-1.0,26.0
2017-2018,38,Villarreal,60.0,3.0,7.0
2017-2018,38,Real Betis,60.0,1.0,0.0
2017-2018,38,Sevilla FC,55.0,1.0,-10.0
2017-2018,38,Getafe,52.0,2.0,8.0
2017-2018,38,Girona,48.0,-2.0,-10.0
2017-2018,38,SD Eibar,50.0,2.0,-6.0
2017-2018,38,Celta de Vigo,46.0,-2.0,-3.0
2017-2018,38,Espanyol,46.0,2.0,-7.0
2017-2018,38,Real Sociedad,49.0,1.0,8.0
2017-2018,38,Alavés,47.0,1.0,-9.0
2017-2018,38,Levante,46.0,5.0,-12.0
2017-2018,38,CD Leganés,40.0,-4.0,-18.0
2017-2018,38,Athletic,43.0,-2.0,-7.0
2017-2018,38,Dep. La Coruña,29.0,-2.0,-37.0
2017-2018,38,UD Las Palmas,22.0,-4.0,-49.0
2017-2018,38,Málaga CF,20.0,-3.0,-36.0
2017-2018,37,Barcelona,90.0,3.0,70.0
2017-2018,37,Atlético Madrid,75.0,0.0,35.0
2017-2018,37,Real Madrid,72.0,1.0,44.0
2017-2018,37,Valencia,67.0,-3.0,25.0
2017-2018,37,Real Betis,59.0,2.0,0.0
2017-2018,37,Villarreal,57.0,2.0,5.0
2017-2018,37,Sevilla FC,54.0,1.0,-10.0
2017-2018,37,Getafe,52.0,4.0,9.0
2017-2018,37,SD Eibar,47.0,0.0,-7.0
2017-2018,37,Real Sociedad,46.0,1.0,7.0
2017-2018,37,Girona,48.0,-2.0,-9.0
2017-2018,37,Alavés,44.0,1.0,-11.0
2017-2018,37,Espanyol,43.0,0.0,-10.0
2017-2018,37,Levante,43.0,3.0,-13.0
2017-2018,37,Celta de Vigo,46.0,-2.0,3.0
2017-2018,37,Athletic,43.0,-2.0,-5.0
2017-2018,37,CD Leganés,40.0,-2.0,-17.0
2017-2018,37,Dep. La Coruña,29.0,0.0,-35.0
2017-2018,37,UD Las Palmas,22.0,-4.0,-48.0
2017-2018,37,Málaga CF,20.0,-3.0,-33.0
2017-2018,36,Barcelona,89.0,4.0,70.0
2017-2018,36,Atlético Madrid,75.0,1.0,37.0
2017-2018,36,Real Madrid,71.0,1.0,44.0
2017-2018,36,Valencia,67.0,-1.0,26.0
2017-2018,36,Real Betis,59.0,4.0,2.0
2017-2018,36,Villarreal,54.0,0.0,4.0
2017-2018,36,Sevilla FC,51.0,-1.0,-11.0
2017-2018,36,Getafe,49.0,2.0,8.0
2017-2018,36,Girona,48.0,-2.0,-6.0
2017-2018,36,SD Eibar,44.0,-2.0,-10.0
2017-2018,36,Celta de Vigo,45.0,-1.0,3.0
2017-2018,36,Real Sociedad,46.0,3.0,8.0
2017-2018,36,Alavés,41.0,1.0,-14.0
2017-2018,36,Athletic,40.0,-2.0,-7.0
2017-2018,36,Espanyol,40.0,-2.0,-12.0
2017-2018,36,Levante,40.0,3.0,-16.0
2017-2018,36,CD Leganés,40.0,-2.0,-14.0
2017-2018,36,Dep. La Coruña,28.0,1.0,-35.0
2017-2018,36,UD Las Palmas,22.0,-4.0,-47.0
2017-2018,36,Málaga CF,20.0,-3.0,-30.0
2017-2018,35,Barcelona,86.0,3.0,68.0
2017-2018,35,Atlético Madrid,72.0,1.0,36.0
2017-2018,35,Real Madrid,68.0,1.0,43.0
2017-2018,35,Valencia,66.0,0.0,26.0
2017-2018,35,Real Betis,56.0,4.0,1.0
2017-2018,35,Villarreal,51.0,-2.0,1.0
2017-2018,35,Sevilla FC,51.0,0.0,-10.0
2017-2018,35,Getafe,48.0,1.0,8.0
2017-2018,35,Girona,47.0,-2.0,-6.0
2017-2018,35,Real Sociedad,43.0,2.0,6.0
2017-2018,35,Celta de Vigo,45.0,0.0,6.0
2017-2018,35,SD Eibar,43.0,-2.0,-10.0
2017-2018,35,Alavés,41.0,2.0,-13.0
2017-2018,35,Levante,37.0,2.0,-17.0
2017-2018,35,Espanyol,39.0,-2.0,-12.0
2017-2018,35,Athletic,40.0,-1.0,-5.0
2017-2018,35,CD Leganés,40.0,-2.0,-13.0
2017-2018,35,Dep. La Coruña,28.0,1.0,-33.0
2017-2018,35,UD Las Palmas,21.0,-5.0,-47.0
2017-2018,35,Málaga CF,20.0,-1.0,-29.0
2017-2018,34,Barcelona,83.0,3.0,64.0
2017-2018,34,Atlético Madrid,71.0,0.0,36.0
2017-2018,34,Real Madrid,68.0,3.0,44.0
2017-2018,34,Valencia,65.0,1.0,26.0
2017-2018,34,Real Betis,55.0,5.0,1.0
2017-2018,34,Sevilla FC,48.0,-2.0,-11.0
2017-2018,34,Villarreal,51.0,0.0,5.0
2017-2018,34,Getafe,45.0,1.0,7.0
2017-2018,34,Girona,47.0,-2.0,-4.0
2017-2018,34,Celta de Vigo,44.0,0.0,6.0
2017-2018,34,SD Eibar,43.0,-2.0,-9.0
2017-2018,34,Real Sociedad,43.0,2.0,8.0
2017-2018,34,Alavés,38.0,0.0,-17.0
2017-2018,34,CD Leganés,39.0,-1.0,-13.0
2017-2018,34,Athletic,40.0,-1.0,-3.0
2017-2018,34,Espanyol,36.0,-4.0,-14.0
2017-2018,34,Levante,34.0,2.0,-19.0
2017-2018,34,Dep. La Coruña,27.0,1.0,-33.0
2017-2018,34,UD Las Palmas,21.0,-4.0,-43.0
2017-2018,34,Málaga CF,17.0,-2.0,-31.0
2017-2018,33,Barcelona,82.0,4.0,64.0
2017-2018,33,Atlético Madrid,71.0,2.0,39.0
2017-2018,33,Real Madrid,67.0,4.0,44.0
2017-2018,33,Valencia,65.0,3.0,27.0
2017-2018,33,Real Betis,52.0,5.0,0.0
2017-2018,33,Villarreal,48.0,0.0,4.0
2017-2018,33,Sevilla FC,47.0,-3.0,-11.0
2017-2018,33,Girona,44.0,-2.0,-5.0
2017-2018,33,Getafe,42.0,-1.0,6.0
2017-2018,33,Celta de Vigo,43.0,-1.0,6.0
2017-2018,33,Real Sociedad,40.0,0.0,5.0
2017-2018,33,SD Eibar,40.0,-4.0,-10.0
2017-2018,33,Athletic,39.0,0.0,-3.0
2017-2018,33,CD Leganés,39.0,-1.0,-12.0
2017-2018,33,Alavés,38.0,0.0,-16.0
2017-2018,33,Espanyol,36.0,-2.0,-13.0
2017-2018,33,Levante,31.0,2.0,-20.0
2017-2018,33,Dep. La Coruña,26.0,0.0,-33.0
2017-2018,33,UD Las Palmas,21.0,-4.0,-42.0
2017-2018,33,Málaga CF,17.0,-2.0,-30.0
2017-2018,32,Barcelona,79.0,4.0,63.0
2017-2018,32,Atlético Madrid,68.0,0.0,36.0
2017-2018,32,Real Madrid,64.0,4.0,43.0
2017-2018,32,Valencia,65.0,5.0,28.0
2017-2018,32,Real Betis,49.0,3.0,-1.0
2017-2018,32,Villarreal,47.0,-1.0,4.0
2017-2018,32,Sevilla FC,46.0,-2.0,-11.0
2017-2018,32,Girona,44.0,0.0,-4.0
2017-2018,32,Celta de Vigo,43.0,1.0,7.0
2017-2018,32,Getafe,39.0,-3.0,5.0
2017-2018,32,SD Eibar,40.0,-3.0,-9.0
2017-2018,32,Real Sociedad,37.0,0.0,4.0
2017-2018,32,CD Leganés,36.0,-1.0,-13.0
2017-2018,32,Athletic,39.0,0.0,-2.0
2017-2018,32,Alavés,35.0,-2.0,-17.0
2017-2018,32,Espanyol,36.0,-1.0,-12.0
2017-2018,32,Levante,31.0,3.0,-17.0
2017-2018,32,Dep. La Coruña,23.0,-1.0,-34.0
2017-2018,32,UD Las Palmas,21.0,-4.0,-41.0
2017-2018,32,Málaga CF,17.0,-2.0,-29.0
2017-2018,31,Barcelona,76.0,3.0,61.0
2017-2018,31,Atlético Madrid,67.0,1.0,36.0
2017-2018,31,Valencia,62.0,4.0,27.0
2017-2018,31,Real Madrid,63.0,3.0,43.0
2017-2018,31,Real Betis,46.0,2.0,-3.0
2017-2018,31,Villarreal,47.0,-1.0,6.0
2017-2018,31,Sevilla FC,46.0,0.0,-7.0
2017-2018,31,Girona,44.0,2.0,1.0
2017-2018,31,Celta de Vigo,40.0,-1.0,3.0
2017-2018,31,SD Eibar,40.0,-1.0,-7.0
2017-2018,31,Getafe,39.0,-1.0,7.0
2017-2018,31,Athletic,36.0,-1.0,-4.0
2017-2018,31,Real Sociedad,34.0,-1.0,-1.0
2017-2018,31,CD Leganés,36.0,-1.0,-11.0
2017-2018,31,Espanyol,36.0,1.0,-11.0
2017-2018,31,Alavés,32.0,-2.0,-19.0
2017-2018,31,Levante,28.0,1.0,-18.0
2017-2018,31,Dep. La Coruña,20.0,-3.0,-35.0
2017-2018,31,UD Las Palmas,21.0,-3.0,-40.0
2017-2018,31,Málaga CF,17.0,-2.0,-28.0
2017-2018,30,Barcelona,75.0,4.0,61.0
2017-2018,30,Atlético Madrid,64.0,1.0,35.0
2017-2018,30,Real Madrid,60.0,3.0,40.0
2017-2018,30,Valencia,59.0,4.0,26.0
2017-2018,30,Villarreal,47.0,1.0,7.0
2017-2018,30,Sevilla FC,45.0,-1.0,-7.0
2017-2018,30,Real Betis,43.0,2.0,-4.0
2017-2018,30,Girona,43.0,1.0,1.0
2017-2018,30,SD Eibar,39.0,-2.0,-7.0
2017-2018,30,Celta de Vigo,39.0,0.0,3.0
2017-2018,30,Getafe,39.0,-1.0,8.0
2017-2018,30,Athletic,35.0,0.0,-4.0
2017-2018,30,Espanyol,35.0,1.0,-11.0
2017-2018,30,CD Leganés,36.0,0.0,-10.0
2017-2018,30,Real Sociedad,33.0,-2.0,-1.0
2017-2018,30,Alavés,31.0,-3.0,-19.0
2017-2018,30,Levante,27.0,0.0,-18.0
2017-2018,30,UD Las Palmas,21.0,-2.0,-37.0
2017-2018,30,Dep. La Coruña,20.0,-2.0,-34.0
2017-2018,30,Málaga CF,14.0,-4.0,-29.0
2017-2018,29,Barcelona,72.0,4.0,59.0
2017-2018,29,Atlético Madrid,64.0,3.0,36.0
2017-2018,29,Real Madrid,57.0,3.0,37.0
2017-2018,29,Valencia,56.0,4.0,24.0
2017-2018,29,Villarreal,44.0,0.0,6.0
2017-2018,29,Sevilla FC,45.0,1.0,-6.0
2017-2018,29,Real Betis,40.0,0.0,-7.0
2017-2018,29,Girona,43.0,3.0,4.0
2017-2018,29,Celta de Vigo,38.0,-1.0,3.0
2017-2018,29,SD Eibar,39.0,-2.0,-6.0
2017-2018,29,Getafe,36.0,-1.0,7.0
2017-2018,29,CD Leganés,33.0,-2.0,-11.0
2017-2018,29,Espanyol,35.0,2.0,-8.0
2017-2018,29,Athletic,35.0,0.0,-2.0
2017-2018,29,Real Sociedad,33.0,0.0,0.0
2017-2018,29,Alavés,31.0,-1.0,-17.0
2017-2018,29,Levante,24.0,-2.0,-19.0
2017-2018,29,UD Las Palmas,20.0,-3.0,-37.0
2017-2018,29,Dep. La Coruña,19.0,-3.0,-34.0
